reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
4727,LUD7177-4727,420,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,10,Economica,FALSO,X66304032,Victoria Odom,Francesa,1986-12-04
4186,LAT2175-4186,8535,132,T33834498,Alejandro Allen,Chilena,1992-05-20,22,Economica,FALSO,M25657749,Casey Bennett,Estadounidense,1984-03-12
1749,KAI7891-1749,9823,133,I63697476,Emily Sullivan,Venezolana,1991-07-25,14,Economica,FALSO,I63697476,Emily Sullivan,Venezolana,1991-07-25
736,XLE3285-0736,6672,125,D64763364,James Johnson,Chilena,1994-06-09,30,Ejecutiva,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
894,XLE7933-0894,681,95,S05106445,Gregory Andrade,Mexicana,1984-12-20,8,Ejecutiva,VERDADERO,H44001820,Ann Robertson,Venezolana,1998-04-27
1995,LAT5532-1995,8911,100,M25657749,Casey Bennett,Estadounidense,1984-03-12,6,Economica,FALSO,M25657749,Casey Bennett,Estadounidense,1984-03-12
3294,ETA6742-3294,5384,120,N07672370,Kevin Wilson,Uruguaya,1986-09-11,20,Primera clase,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
2500,IBE8751-2500,7720,124,T59160871,Lucas Jones,Uruguaya,1992-03-02,15,Economica,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
1687,BTA8394-1687,5779,128,N47846939,John Lee,Italiana,1996-01-25,25,Economica,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
4782,QAF4466-4782,4052,126,Y33413387,Kimberly Hansen,Argentina,1989-07-02,14,Ejecutiva,FALSO,J34719947,Heather Scott,Estadounidense,1973-05-02
3825,XLE5111-3825,7198,112,W23173820,Gabrielle Alvarez,Argentina,1992-11-04,18,Economica,VERDADERO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
4669,MPH1782-4669,3813,118,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,19,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,1971-12-29
797,ADC6283-0797,3026,127,O85238546,Sheri Mcdonald,Argentina,1984-03-14,29,Economica,FALSO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
1080,LUD5927-1080,1500,102,R56995721,David Keller,Venezolana,1975-07-24,26,Economica,FALSO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
4160,LRC9669-4160,2008,130,W06120402,Adam Clark,Estadounidense,1993-06-10,19,Ejecutiva,FALSO,Q62966391,Patricia Parker,Mexicana,1994-08-07
2339,MPH1782-2339,7043,118,D64763364,James Johnson,Chilena,1994-06-09,16,Primera clase,FALSO,D64763364,James Johnson,Chilena,1994-06-09
3845,KAI3589-3845,99,115,G15489494,Anthony Francis,Argentina,1988-02-13,3,Ejecutiva,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
905,LAW6318-0905,256,96,F89276118,Todd Wilkins,Italiana,1991-01-30,2,Ejecutiva,FALSO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
2301,EAL8271-2301,380,117,W23173820,Gabrielle Alvarez,Argentina,1992-11-04,23,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
1623,XLE3285-1623,190,125,O01507856,James Hunter,Chilena,1995-05-14,31,Economica,VERDADERO,O01507856,James Hunter,Chilena,1995-05-14
3168,ETA7128-3168,694,114,P84627985,Meghan Davis,Chilena,1970-11-15,18,Economica,FALSO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
414,KEA7139-0414,9054,113,Y33413387,Kimberly Hansen,Argentina,1989-07-02,8,Primera clase,VERDADERO,J86333952,Leslie Howard,Venezolana,1971-09-22
4033,IBE8751-4033,4769,124,J86333952,Leslie Howard,Venezolana,1971-09-22,22,Primera clase,FALSO,J34719947,Heather Scott,Estadounidense,1973-05-02
1699,COG4299-1699,8667,129,I19062847,Christopher Garcia,Chilena,1986-12-06,17,Economica,VERDADERO,J76795477,Mikayla White,Argentina,1984-09-30
231,UAN2881-0231,7411,108,N68461604,Gary Vasquez,Chilena,1984-11-21,5,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
3752,UCA4751-3752,7007,107,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,1,Ejecutiva,VERDADERO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2704,UAN2468-2704,4696,99,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,24,Economica,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
4437,UAN2881-4437,7299,108,J46610530,Andrew Torres,Alemana,1981-12-01,4,Economica,FALSO,F15206543,Kristen Harris,Chilena,1972-11-25
4123,QAF4466-4123,9562,126,J39937043,Danielle Johnson,Mexicana,1981-12-18,19,Economica,FALSO,J39937043,Danielle Johnson,Mexicana,1981-12-18
2029,AZI6476-2029,9559,101,J34719947,Heather Scott,Estadounidense,1973-05-02,15,Economica,FALSO,J34719947,Heather Scott,Estadounidense,1973-05-02
3891,EAL8271-3891,1591,117,J86333952,Leslie Howard,Venezolana,1971-09-22,9,Primera clase,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
2936,QAF6392-2936,569,106,F09235820,Katrina Frye,Chilena,1995-10-11,22,Economica,VERDADERO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
1749,KAI7891-1749,9081,133,I63697476,Emily Sullivan,Venezolana,1991-07-25,29,Ejecutiva,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
4268,LUD5927-4268,6552,102,V03976673,Mark Greene,Chilena,1998-12-09,17,Economica,FALSO,P84627985,Meghan Davis,Chilena,1970-11-15
736,XLE3285-0736,4997,125,D64763364,James Johnson,Chilena,1994-06-09,2,Economica,VERDADERO,J39937043,Danielle Johnson,Mexicana,1981-12-18
2936,QAF6392-2936,3901,106,F09235820,Katrina Frye,Chilena,1995-10-11,21,Economica,FALSO,F09235820,Katrina Frye,Chilena,1995-10-11
905,LAW6318-0905,1910,96,F89276118,Todd Wilkins,Italiana,1991-01-30,4,Primera clase,FALSO,N49905893,Emma Scott,Chilena,1989-07-29
3999,NCY1133-3999,3904,122,H23592194,Ethan Gilbert,Uruguaya,1975-12-30,13,Economica,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
414,KEA7139-0414,2613,113,Y33413387,Kimberly Hansen,Argentina,1989-07-02,10,Economica,FALSO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
3298,LUD7177-3298,7618,121,C59429415,Brian Garcia,Chilena,1992-04-20,12,Economica,FALSO,C59429415,Brian Garcia,Chilena,1992-04-20
3409,COG4299-3409,4056,129,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,3,Economica,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
1433,ADC8249-1433,622,119,N49905893,Emma Scott,Chilena,1989-07-29,5,Economica,VERDADERO,D84069297,Brittany Jones,Uruguaya,1978-04-30
4604,ETA7128-4604,4303,114,C87025090,Diana Frank,Alemana,1979-12-07,5,Economica,FALSO,C87025090,Diana Frank,Alemana,1979-12-07
1515,NCY1133-1515,6582,122,C63211080,Brian Mitchell,Chilena,1983-05-04,7,Economica,FALSO,C63211080,Brian Mitchell,Chilena,1983-05-04
2262,COG7539-2262,5763,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,30,Economica,FALSO,C59429415,Brian Garcia,Chilena,1992-04-20
2543,COG4299-2543,7745,129,N49905893,Emma Scott,Chilena,1989-07-29,8,Ejecutiva,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
3978,LUD7177-3978,5169,121,G15489494,Anthony Francis,Argentina,1988-02-13,28,Ejecutiva,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
2054,BTA9626-2054,5287,103,J39937043,Danielle Johnson,Mexicana,1981-12-18,21,Ejecutiva,FALSO,J39937043,Danielle Johnson,Mexicana,1981-12-18
4490,XLE5111-4490,6554,112,D64763364,James Johnson,Chilena,1994-06-09,20,Ejecutiva,FALSO,D64763364,James Johnson,Chilena,1994-06-09
3405,BTA8394-3405,8512,128,G69357980,Jerry Park,Argentina,1980-06-28,24,Primera clase,FALSO,O01507856,James Hunter,Chilena,1995-05-14
4763,EAL7933-4763,1836,123,D39176940,Patrick Choi,Chilena,1985-06-26,1,Primera clase,VERDADERO,F09235820,Katrina Frye,Chilena,1995-10-11
2578,LAT2175-2578,6024,132,Y88079794,Gregory Bradley,Chilena,1986-04-18,12,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,1996-05-05
1269,COG7539-1269,8748,111,G04408945,Robert Butler,Argentina,1974-02-02,12,Economica,FALSO,X49704522,James Rojas,Chilena,1986-05-29
531,EAL8271-0531,7091,117,N15841852,John Mcneil,Chilena,1981-06-15,2,Ejecutiva,FALSO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
3333,NCY1133-3333,5854,122,F23633774,Amanda Ruiz,Francesa,1977-07-09,12,Primera clase,FALSO,F23633774,Amanda Ruiz,Francesa,1977-07-09
3825,XLE5111-3825,1600,112,W23173820,Gabrielle Alvarez,Argentina,1992-11-04,25,Primera clase,VERDADERO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
1331,ETA7128-1331,1388,114,V03976673,Mark Greene,Chilena,1998-12-09,16,Economica,VERDADERO,L94336722,Julia Watkins,Uruguaya,1995-08-25
1970,LAW1134-1970,659,97,Z87364523,Samantha Martin,Alemana,1981-03-26,13,Primera clase,VERDADERO,Z87364523,Samantha Martin,Alemana,1981-03-26
231,UAN2881-0231,7659,108,N68461604,Gary Vasquez,Chilena,1984-11-21,15,Primera clase,VERDADERO,L94336722,Julia Watkins,Uruguaya,1995-08-25
4150,BTA8394-4150,965,128,N15841852,John Mcneil,Chilena,1981-06-15,16,Economica,VERDADERO,N15841852,John Mcneil,Chilena,1981-06-15
2276,KEA7139-2276,2284,113,R17782317,Zachary Davenport,Venezolana,1971-12-29,30,Economica,VERDADERO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
2875,BTA9626-2875,8840,103,G15489494,Anthony Francis,Argentina,1988-02-13,22,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
2218,UAN2881-2218,4672,108,L97895867,Sarah Williams,Uruguaya,1992-11-06,16,Economica,FALSO,H44001820,Ann Robertson,Venezolana,1998-04-27
2262,COG7539-2262,3500,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,31,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,1971-12-29
4268,LUD5927-4268,5857,102,V03976673,Mark Greene,Chilena,1998-12-09,18,Ejecutiva,VERDADERO,F69466449,Jennifer Eaton,Chilena,1995-08-29
3568,COG3144-3568,8980,98,I71394677,Jessica Macias,Chilena,1986-04-12,14,Primera clase,FALSO,I71394677,Jessica Macias,Chilena,1986-04-12
2262,COG7539-2262,8903,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,14,Economica,VERDADERO,M25657749,Casey Bennett,Estadounidense,1984-03-12
3366,IBE8751-3366,9752,124,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,31,Ejecutiva,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
174,LUD5927-0174,9451,102,I78807927,Robert Kelly,Chilena,1975-02-26,21,Ejecutiva,FALSO,P11550487,Maria Perez,Francesa,1996-08-11
1090,IBE2338-1090,972,104,G15489494,Anthony Francis,Argentina,1988-02-13,21,Ejecutiva,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
2556,LRC9669-2556,3521,130,Z87364523,Samantha Martin,Alemana,1981-03-26,12,Economica,VERDADERO,A17367163,Jane Berger,Italiana,1987-05-29
3564,LAW1134-3564,529,97,Y05451726,Kathleen Johnson,Chilena,1973-02-24,29,Primera clase,VERDADERO,R10584802,John Luna,Chilena,1983-11-04
4669,MPH1782-4669,7355,118,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,7,Ejecutiva,FALSO,I63697476,Emily Sullivan,Venezolana,1991-07-25
3037,LRC4743-3037,3142,110,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,21,Primera clase,FALSO,D39176940,Patrick Choi,Chilena,1985-06-26
4473,COG7539-4473,565,111,T18212951,Joel Compton,Argentina,1991-03-03,23,Primera clase,FALSO,T18212951,Joel Compton,Argentina,1991-03-03
1699,COG4299-1699,1598,129,I19062847,Christopher Garcia,Chilena,1986-12-06,29,Economica,FALSO,I19062847,Christopher Garcia,Chilena,1986-12-06
905,LAW6318-0905,35,96,F89276118,Todd Wilkins,Italiana,1991-01-30,22,Economica,FALSO,X49704522,James Rojas,Chilena,1986-05-29
1623,XLE3285-1623,9677,125,O01507856,James Hunter,Chilena,1995-05-14,10,Primera clase,FALSO,V79731274,Corey Elliott,Venezolana,1979-10-04
102,LAT5532-0102,4469,100,G96421276,Alexander Martin,Estadounidense,1980-04-24,17,Economica,VERDADERO,O01507856,James Hunter,Chilena,1995-05-14
3231,NCY5615-3231,8327,116,A40223024,Janice Smith,Argentina,1993-03-25,23,Economica,VERDADERO,A40223024,Janice Smith,Argentina,1993-03-25
4464,LAM9554-4464,2529,109,K07643594,Suzanne Goodman,Chilena,1987-11-16,1,Economica,FALSO,R56995721,David Keller,Venezolana,1975-07-24
2048,LUD5927-2048,4492,102,J86333952,Leslie Howard,Venezolana,1971-09-22,4,Ejecutiva,FALSO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
1082,BTA9626-1082,1152,103,V79731274,Corey Elliott,Venezolana,1979-10-04,20,Primera clase,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
2133,LAW6351-2133,5164,105,Y13424296,Katherine Perez,Mexicana,1978-07-29,10,Ejecutiva,FALSO,F23633774,Amanda Ruiz,Francesa,1977-07-09
3887,NCY5615-3887,2752,116,V03976673,Mark Greene,Chilena,1998-12-09,25,Economica,VERDADERO,V03976673,Mark Greene,Chilena,1998-12-09
3951,MPH1782-3951,4135,118,C59429415,Brian Garcia,Chilena,1992-04-20,15,Primera clase,FALSO,U68917595,Paul Brown,Francesa,1987-08-24
2151,QAF6392-2151,4016,106,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,17,Ejecutiva,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
843,LAT2175-0843,5094,132,G69357980,Jerry Park,Argentina,1980-06-28,19,Primera clase,VERDADERO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
102,LAT5532-0102,5870,100,G96421276,Alexander Martin,Estadounidense,1980-04-24,2,Economica,VERDADERO,R56995721,David Keller,Venezolana,1975-07-24
4265,AZI6476-4265,3524,101,Q62966391,Patricia Parker,Mexicana,1994-08-07,12,Ejecutiva,FALSO,D84069297,Brittany Jones,Uruguaya,1978-04-30
3817,LRC4743-3817,645,110,D99418548,Alexis Smith,Argentina,1997-03-21,23,Primera clase,VERDADERO,D99418548,Alexis Smith,Argentina,1997-03-21
1195,UAN2881-1195,7768,108,J76795477,Mikayla White,Argentina,1984-09-30,22,Economica,VERDADERO,I07581924,Kelsey Powell,Francesa,1989-07-10
736,XLE3285-0736,3429,125,D64763364,James Johnson,Chilena,1994-06-09,16,Economica,FALSO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
3536,XLE7933-3536,9347,95,G04408945,Robert Butler,Argentina,1974-02-02,31,Economica,VERDADERO,G04408945,Robert Butler,Argentina,1974-02-02
3450,LAM9574-3450,4253,131,A40223024,Janice Smith,Argentina,1993-03-25,14,Primera clase,FALSO,L97895867,Sarah Williams,Uruguaya,1992-11-06
3819,COG7539-3819,8320,111,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,19,Economica,FALSO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
3080,XLE5111-3080,2397,112,S03830222,Amanda Andrade,Italiana,1993-11-06,4,Ejecutiva,FALSO,F15206543,Kristen Harris,Chilena,1972-11-25
3728,LAW6351-3728,3863,105,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,31,Economica,FALSO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
3298,LUD7177-3298,2550,121,C59429415,Brian Garcia,Chilena,1992-04-20,30,Primera clase,VERDADERO,Y13424296,Katherine Perez,Mexicana,1978-07-29
4188,KAI7891-4188,4567,133,Y23187711,Vicki Ward,Argentina,1981-08-31,18,Ejecutiva,FALSO,V79731274,Corey Elliott,Venezolana,1979-10-04
2515,QAF4466-2515,2957,126,T18212951,Joel Compton,Argentina,1991-03-03,27,Ejecutiva,VERDADERO,X91486662,Heather Smith,Chilena,1976-11-13
1195,UAN2881-1195,4922,108,J76795477,Mikayla White,Argentina,1984-09-30,13,Ejecutiva,VERDADERO,T59160871,Lucas Jones,Uruguaya,1992-03-02
736,XLE3285-0736,5200,125,D64763364,James Johnson,Chilena,1994-06-09,17,Economica,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
1618,IBE8751-1618,1291,124,N47846939,John Lee,Italiana,1996-01-25,20,Economica,FALSO,P84627985,Meghan Davis,Chilena,1970-11-15
221,QAF6392-0221,4011,106,F69466449,Jennifer Eaton,Chilena,1995-08-29,15,Ejecutiva,VERDADERO,A17367163,Jane Berger,Italiana,1987-05-29
1722,LRC9669-1722,5956,130,N07672370,Kevin Wilson,Uruguaya,1986-09-11,14,Ejecutiva,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
4268,LUD5927-4268,7160,102,V03976673,Mark Greene,Chilena,1998-12-09,19,Economica,VERDADERO,C59429415,Brian Garcia,Chilena,1992-04-20
3366,IBE8751-3366,9078,124,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,3,Ejecutiva,FALSO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
3037,LRC4743-3037,198,110,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,14,Primera clase,FALSO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
4634,KAI3589-4634,9658,115,T72132858,Kathy Luna,Chilena,1990-07-13,28,Ejecutiva,FALSO,T72132858,Kathy Luna,Chilena,1990-07-13
174,LUD5927-0174,4219,102,I78807927,Robert Kelly,Chilena,1975-02-26,23,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,1996-06-24
1733,LAT2175-1733,2237,132,J46009647,Erica Ochoa,Italiana,1994-03-11,11,Primera clase,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
4831,BTA8394-4831,2014,128,F23633774,Amanda Ruiz,Francesa,1977-07-09,32,Ejecutiva,VERDADERO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
4922,LRC9669-4922,1358,130,J46009647,Erica Ochoa,Italiana,1994-03-11,21,Economica,VERDADERO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
2271,XLE5111-2271,7900,112,P84627985,Meghan Davis,Chilena,1970-11-15,11,Primera clase,VERDADERO,P84627985,Meghan Davis,Chilena,1970-11-15
3147,KEA7139-3147,1798,113,J39937043,Danielle Johnson,Mexicana,1981-12-18,19,Economica,VERDADERO,J39937043,Danielle Johnson,Mexicana,1981-12-18
3712,IBE2338-3712,34,104,U37349664,Diane Ritter,Venezolana,1996-05-05,20,Economica,FALSO,N49905893,Emma Scott,Chilena,1989-07-29
2262,COG7539-2262,1834,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,13,Economica,FALSO,A17367163,Jane Berger,Italiana,1987-05-29
1,XLE7933-0001,8241,95,E44895667,Angela Reynolds,Estadounidense,1982-08-09,7,Primera clase,FALSO,V03976673,Mark Greene,Chilena,1998-12-09
1090,IBE2338-1090,8012,104,G15489494,Anthony Francis,Argentina,1988-02-13,6,Primera clase,FALSO,S05106445,Gregory Andrade,Mexicana,1984-12-20
2616,XLE7933-2616,4061,95,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,23,Primera clase,FALSO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
3588,UAN2468-3588,7436,99,P34583903,Kelsey Huff,Estadounidense,1972-08-08,9,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
219,LAW6351-0219,213,105,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,12,Primera clase,FALSO,T33834498,Alejandro Allen,Chilena,1992-05-20
4926,LAM9574-4926,5311,131,A17367163,Jane Berger,Italiana,1987-05-29,19,Ejecutiva,FALSO,I19062847,Christopher Garcia,Chilena,1986-12-06
4831,BTA8394-4831,5977,128,F23633774,Amanda Ruiz,Francesa,1977-07-09,12,Primera clase,VERDADERO,B30315997,Tina Shaw,Estadounidense,1996-10-26
4831,BTA8394-4831,8483,128,F23633774,Amanda Ruiz,Francesa,1977-07-09,18,Primera clase,FALSO,R56995721,David Keller,Venezolana,1975-07-24
4177,LAM9574-4177,6192,131,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,3,Economica,VERDADERO,X49704522,James Rojas,Chilena,1986-05-29
4222,LAW6318-4222,9663,96,N49905893,Emma Scott,Chilena,1989-07-29,25,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,1996-06-24
1927,LAW6318-1927,2427,96,N24258653,Kayla Douglas,Uruguaya,1970-04-28,11,Economica,VERDADERO,J34719947,Heather Scott,Estadounidense,1973-05-02
3080,XLE5111-3080,6168,112,S03830222,Amanda Andrade,Italiana,1993-11-06,12,Primera clase,VERDADERO,D99418548,Alexis Smith,Argentina,1997-03-21
2193,UCA4751-2193,5705,107,Y23187711,Vicki Ward,Argentina,1981-08-31,8,Ejecutiva,FALSO,Y23187711,Vicki Ward,Argentina,1981-08-31
3287,MPH1782-3287,977,118,F69466449,Jennifer Eaton,Chilena,1995-08-29,12,Primera clase,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
1251,LRC4743-1251,4719,110,S03830222,Amanda Andrade,Italiana,1993-11-06,3,Economica,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
219,LAW6351-0219,6873,105,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,21,Primera clase,VERDADERO,J76795477,Mikayla White,Argentina,1984-09-30
4160,LRC9669-4160,3507,130,W06120402,Adam Clark,Estadounidense,1993-06-10,20,Primera clase,VERDADERO,L94336722,Julia Watkins,Uruguaya,1995-08-25
807,BTA8394-0807,3196,128,D76513142,Victoria Brennan,Uruguaya,1977-06-19,28,Primera clase,VERDADERO,V39868007,Cassandra Kirby,Chilena,1997-04-02
842,LAM9574-0842,3430,131,K07643594,Suzanne Goodman,Chilena,1987-11-16,4,Economica,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
1288,KEA7139-1288,1701,113,S03830222,Amanda Andrade,Italiana,1993-11-06,3,Ejecutiva,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
2151,QAF6392-2151,7842,106,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,16,Ejecutiva,FALSO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
2465,NCY1133-2465,9726,122,G69357980,Jerry Park,Argentina,1980-06-28,9,Economica,VERDADERO,G69357980,Jerry Park,Argentina,1980-06-28
4646,NCY5615-4646,1876,116,I19062847,Christopher Garcia,Chilena,1986-12-06,32,Economica,FALSO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
444,KAI3589-0444,1369,115,X66304032,Victoria Odom,Francesa,1986-12-04,29,Economica,VERDADERO,J46610530,Andrew Torres,Alemana,1981-12-01
3817,LRC4743-3817,33,110,D99418548,Alexis Smith,Argentina,1997-03-21,25,Primera clase,FALSO,C63211080,Brian Mitchell,Chilena,1983-05-04
4241,COG3144-4241,4257,98,X66304032,Victoria Odom,Francesa,1986-12-04,4,Economica,FALSO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
4782,QAF4466-4782,9988,126,Y33413387,Kimberly Hansen,Argentina,1989-07-02,31,Economica,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
4396,LAW6351-4396,8613,105,O01507856,James Hunter,Chilena,1995-05-14,27,Primera clase,VERDADERO,W06120402,Adam Clark,Estadounidense,1993-06-10
4437,UAN2881-4437,2955,108,J46610530,Andrew Torres,Alemana,1981-12-01,3,Ejecutiva,VERDADERO,Y88079794,Gregory Bradley,Chilena,1986-04-18
3180,KAI3589-3180,753,115,M25657749,Casey Bennett,Estadounidense,1984-03-12,13,Ejecutiva,FALSO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
3679,BTA9626-3679,2661,103,J76795477,Mikayla White,Argentina,1984-09-30,13,Ejecutiva,VERDADERO,F23633774,Amanda Ruiz,Francesa,1977-07-09
1113,LAW6351-1113,4246,105,J34719947,Heather Scott,Estadounidense,1973-05-02,29,Economica,FALSO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
4771,IBE8751-4771,6623,124,I63697476,Emily Sullivan,Venezolana,1991-07-25,16,Economica,FALSO,F70729457,Justin Hudson,Chilena,1994-02-12
3421,LRC9669-3421,540,130,B30315997,Tina Shaw,Estadounidense,1996-10-26,16,Primera clase,FALSO,B30315997,Tina Shaw,Estadounidense,1996-10-26
2280,ETA7128-2280,2691,114,N24258653,Kayla Douglas,Uruguaya,1970-04-28,7,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,1996-05-05
1433,ADC8249-1433,2921,119,N49905893,Emma Scott,Chilena,1989-07-29,21,Economica,FALSO,Z87364523,Samantha Martin,Alemana,1981-03-26
2616,XLE7933-2616,6924,95,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,24,Ejecutiva,VERDADERO,R10584802,John Luna,Chilena,1983-11-04
372,LRC4743-0372,7782,110,L87663260,Heather Bolton,Estadounidense,1982-09-17,12,Ejecutiva,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
616,ETA6742-0616,4865,120,L87663260,Heather Bolton,Estadounidense,1982-09-17,3,Economica,FALSO,Y13424296,Katherine Perez,Mexicana,1978-07-29
1269,COG7539-1269,1856,111,G04408945,Robert Butler,Argentina,1974-02-02,5,Primera clase,FALSO,D99418548,Alexis Smith,Argentina,1997-03-21
1436,ETA6742-1436,1540,120,D39176940,Patrick Choi,Chilena,1985-06-26,11,Ejecutiva,VERDADERO,T33834498,Alejandro Allen,Chilena,1992-05-20
435,ETA7128-0435,251,114,O04335063,Jonathan Sims,Estadounidense,1974-04-13,30,Primera clase,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
3679,BTA9626-3679,8449,103,J76795477,Mikayla White,Argentina,1984-09-30,23,Economica,VERDADERO,J76795477,Mikayla White,Argentina,1984-09-30
1927,LAW6318-1927,2779,96,N24258653,Kayla Douglas,Uruguaya,1970-04-28,30,Economica,FALSO,N24258653,Kayla Douglas,Uruguaya,1970-04-28
3147,KEA7139-3147,3910,113,J39937043,Danielle Johnson,Mexicana,1981-12-18,9,Primera clase,FALSO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
4470,LRC4743-4470,3824,110,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,11,Ejecutiva,FALSO,I19062847,Christopher Garcia,Chilena,1986-12-06
25,COG3144-0025,2415,98,J34719947,Heather Scott,Estadounidense,1973-05-02,11,Economica,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
1269,COG7539-1269,4386,111,G04408945,Robert Butler,Argentina,1974-02-02,3,Primera clase,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
4241,COG3144-4241,2496,98,X66304032,Victoria Odom,Francesa,1986-12-04,17,Primera clase,FALSO,C59429415,Brian Garcia,Chilena,1992-04-20
945,LAW1134-0945,1610,97,N15841852,John Mcneil,Chilena,1981-06-15,12,Primera clase,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
